"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"EBSB","Meridian Bancorp, Inc.","14.91","$781.48M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ebsb",
"VIVO","Meridian Bioscience Inc.","18.69","$805.97M","1986","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/vivo",
"MRBK","Meridian Corporation","20.8","$127.55M","2017","n/a","n/a","https://old.nasdaq.com/symbol/mrbk",
"MMSI","Merit Medical Systems, Inc.","55.51","$3.08B","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/mmsi",
"MTH","Meritage Corporation","82.82","$3.12B","n/a","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/mth",
"MTOR","Meritor, Inc.","27.91","$2.02B","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/mtor",
"SNUG","Merlyn.AI Tactical Growth & Income ETF","27.455","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/snug",
"MER^K","Merrill Lynch & Co., Inc.","26.96","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mer^k",
"IPB","Merrill Lynch & Co., Inc. 6.0518% Index Plus Trust Certificate","29.51","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/ipb",
"MACK","Merrimack Pharmaceuticals, Inc.","6.89","$92.19M","2012","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mack",
"MRSN","Mersana Therapeutics, Inc.","26.61","$1.82B","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mrsn",
"MRUS","Merus N.V.","17.53","$509.92M","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mrus",
"MESA","Mesa Air Group, Inc.","6.69","$237.71M","2018","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/mesa",
"MLAB","Mesa Laboratories, Inc.","286.64","$1.47B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/mlab",
"MTR","Mesa Royalty Trust","4.085","$7.61M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/mtr",
"MSB","Mesabi Trust","28.05","$368.02M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/msb",
"MESO","Mesoblast Limited","8.49","$997.72M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/meso",
"CASH","Meta Financial Group, Inc.","36.56","$1.22B","1993","Finance","Major Banks","https://old.nasdaq.com/symbol/cash",
"MTCR","Metacrine, Inc.","7.86","$204.02M","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mtcr",
"MTA","Metalla Royalty & Streaming Ltd.","12.56","$492.53M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/mta",
"METX","Meten EdtechX Education Group Ltd.","2","$106.59M","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/metx",
"METXW","Meten EdtechX Education Group Ltd.","0.2301","n/a","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/metxw",
"MEOH","Methanex Corporation","46.08","$3.51B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/meoh",
"MEI","Methode Electronics, Inc.","38.28","$1.44B","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/mei",
"MET","MetLife, Inc.","46.95","$42.25B","2000","Finance","Life Insurance","https://old.nasdaq.com/symbol/met",
"MET^A","MetLife, Inc.","25.65","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/met^a",
"MET^E","MetLife, Inc.","28.27","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/met^e",
"MET^F","MetLife, Inc.","27.2","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/met^f",
"MCBS","MetroCity Bankshares, Inc.","14.42","$370.22M","2019","Finance","Major Banks","https://old.nasdaq.com/symbol/mcbs",
"MCB","Metropolitan Bank Holding Corp.","36.27","$300.72M","2017","Finance","Major Banks","https://old.nasdaq.com/symbol/mcb",
"MTD","Mettler-Toledo International, Inc.","1139.68","$27.12B","1997","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/mtd",
"MXC","Mexco Energy Corporation","6.03","$12.37M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/mxc",
"MXE","Mexico Equity and Income Fund, Inc. (The)","9.74","$17.4M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mxe",
"MXF","Mexico Fund, Inc. (The)","13.66","$204.97M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mxf",
"MFA","MFA Financial, Inc.","3.89","$1.76B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/mfa",
"MFA^B","MFA Financial, Inc.","24.19","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mfa^b",
"MFA^C","MFA Financial, Inc.","20.92","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mfa^c",
"MFO","MFA Financial, Inc.","25.43","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/mfo",
"MCR","MFS Charter Income Trust","8.77","$388.64M","1989","n/a","n/a","https://old.nasdaq.com/symbol/mcr",
"MGF","MFS Government Markets Income Trust","4.59","$149.57M","1987","n/a","n/a","https://old.nasdaq.com/symbol/mgf",
"MIN","MFS Intermediate Income Trust","3.81","$441.7M","1988","n/a","n/a","https://old.nasdaq.com/symbol/min",
"MMT","MFS Multimarket Income Trust","6.11","$367.78M","1987","n/a","n/a","https://old.nasdaq.com/symbol/mmt",
"MFM","MFS Municipal Income Trust","6.68","$275.13M","1986","n/a","n/a","https://old.nasdaq.com/symbol/mfm",
"MFV","MFS Special Value Trust","5.745","$41.52M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mfv",
"MGEE","MGE Energy Inc.","70.03","$2.53B","n/a","Energy","Electric Utilities: Central","https://old.nasdaq.com/symbol/mgee",
"MTG","MGIC Investment Corporation","12.55","$4.25B","1991","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/mtg",
"MGP","MGM Growth Properties LLC","31.3","$9.5B","2016","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/mgp",
"MGM","MGM Resorts International","31.51","$15.56B","n/a","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/mgm",
"MGPI","MGP Ingredients, Inc.","47.06","$796.06M","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/mgpi",
"MFGP","Micro Focus Intl PLC","5.71","$1.91B","2017","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/mfgp",
"MBOT","Microbot Medical Inc. ","6.89","$48.98M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/mbot",
"MCHP","Microchip Technology Incorporated","138.11","$37.13B","1993","Technology","Semiconductors","https://old.nasdaq.com/symbol/mchp",
"MU","Micron Technology, Inc.","75.18","$83.97B","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/mu",
"MSFT","Microsoft Corporation","222.42","$1681.61B","1986","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/msft",
"MSTR","MicroStrategy Incorporated","388.55","$3.6B","1998","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/mstr",
"MVIS","Microvision, Inc.","5.38","$787.66M","1996","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/mvis",
"MICT","MICT, Inc.","2.08","$142.65M","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/mict",
"MPB","Mid Penn Bancorp","21.9","$184.3M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/mpb",
"MAA","Mid-America Apartment Communities, Inc.","126.69","$14.49B","1994","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/maa",
"MAA^I","Mid-America Apartment Communities, Inc.","66.99","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/maa^i",
"MTP","Midatech Pharma PLC","1.87","$23.59M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mtp",
"MCEP","Mid-Con Energy Partners, LP","3.97","$56.82M","2011","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/mcep",
"MBCN","Middlefield Banc Corp.","22.5","$143.51M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/mbcn",
"MSEX","Middlesex Water Company","72.47","$1.27B","n/a","Public Utilities","Water Supply","https://old.nasdaq.com/symbol/msex",
"MSBI","Midland States Bancorp, Inc.","17.87","$401.57M","2016","Finance","Major Banks","https://old.nasdaq.com/symbol/msbi",
"MSVB","Mid-Southern Bancorp, Inc.","14.41","$45.75M","2018","Finance","Savings Institutions","https://old.nasdaq.com/symbol/msvb",
"AMPY","MIDSTATES PETROLEUM COMPANY, INC.","1.31","$49.33M","2016","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/ampy",
"MDWT","Midwest Holding Inc.","53.65","$200.52M","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/mdwt",
"MOFG","MidWestOne Financial Group, Inc.","24.5","$394.36M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/mofg",
"MIST","Milestone Pharmaceuticals Inc.","6.7","$199.81M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mist",
"MLSS","Milestone Scientific, Inc.","2.12","$135.03M","2015","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/mlss",
"MLND","Millendo Therapeutics, Inc. ","2.14","$40.66M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mlnd",
"MLR","Miller Industries, Inc.","38.02","$433.64M","n/a","Capital Goods","Construction/Ag Equipment/Trucks","https://old.nasdaq.com/symbol/mlr",
"HIE","Miller/Howard High Income Equity Fund","7.75","$144.85M","2014","n/a","n/a","https://old.nasdaq.com/symbol/hie",
"TIGO","Millicom International Cellular S.A.","38.78","$3.93B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/tigo",
"MIME","Mimecast Limited","56.84","$3.63B","2015","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/mime",
"MDXG","MiMedx Group, Inc","9.08","$1.01B","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/mdxg",
"MNDO","MIND C.T.I. Ltd.","2.59","$51.53M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/mndo",
"MIND","MIND Technology, Inc.","2.24","$28.84M","1994","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/mind",
"MINDP","MIND Technology, Inc.","22.924","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/mindp",
"MTX","Minerals Technologies Inc.","62.12","$2.11B","1992","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/mtx",
"NERV","Minerva Neurosciences, Inc","2.34","$99.86M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/nerv",
"YGMZ","MingZhu Logistics Holdings Limited","10.16","$121.92M","2020","Consumer Services","Transportation Services","https://old.nasdaq.com/symbol/ygmz",
"MNSO","MINISO Group Holding Limited","26.39","$8.02B","2020","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/mnso",
"MGEN","Miragen Therapeutics, Inc.","16.45","$64.29M","2014","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/mgen",
"MRTX","Mirati Therapeutics, Inc.","219.64","$11.04B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mrtx",
"MIRM","Mirum Pharmaceuticals, Inc.","17.46","$514.49M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mirm",
"MSON","MISONIX, Inc.","12.5","$217.22M","1992","Capital Goods","Medical Specialities","https://old.nasdaq.com/symbol/mson",
"AVO","Mission Produce, Inc.","15.05","$1.04B","2020","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/avo",
"MG","Mistras Group Inc","7.76","$226.53M","2009","Consumer Services","Military/Government/Technical","https://old.nasdaq.com/symbol/mg",
"MITK","Mitek Systems, Inc.","17.78","$756.05M","n/a","Technology","Computer peripheral equipment","https://old.nasdaq.com/symbol/mitk",
"MUFG","Mitsubishi UFJ Financial Group Inc","4.43","$56.9B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/mufg",
"MIXT","MiX Telematics Limited","12.59","$277.52M","2013","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/mixt",
"MFG","Mizuho Financial Group, Inc.","2.55","$32.33B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/mfg",
"MKSI","MKS Instruments, Inc.","150.45","$8.3B","1999","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/mksi",
"MMAC","MMA Capital Holdings, Inc.","24.6","$140.38M","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/mmac",
"MTC","MMTec, Inc.","1.47","$29.5M","2019","n/a","n/a","https://old.nasdaq.com/symbol/mtc",
"MBT","Mobile TeleSystems OJSC","8.95","$7.93B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/mbt",
"MODN","Model N, Inc.","35.68","$1.24B","2013","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/modn",
"MRNA","Moderna, Inc.","104.47","$41.34B","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/mrna",
"MOD","Modine Manufacturing Company","12.56","$642.41M","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/mod",
"MC","Moelis & Company","46.76","$2.59B","2014","Finance","Investment Managers","https://old.nasdaq.com/symbol/mc",
"MOGO","Mogo Inc.","3.77","$114.18M","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/mogo",
"MOGU","MOGU Inc.","2.17","$235.37M","2018","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/mogu",
"MWK","Mohawk Group Holdings, Inc.","17.21","$450.06M","2019","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/mwk",
"MHK","Mohawk Industries, Inc.","140.95","$10.04B","n/a","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/mhk",
"MKD","Molecular Data Inc.","0.84","$108.9M","2019","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/mkd",
"MTEM","Molecular Templates, Inc.","9.39","$469.16M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mtem",
"MBRX","Moleculin Biotech, Inc.","0.7971","$49.79M","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mbrx",
"MOH","Molina Healthcare Inc","212.68","$12.61B","2003","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/moh",
"TAP","Molson Coors Beverage Company","45.19","$9.79B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/tap",
"TAP.A","Molson Coors Beverage Company","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tap.a",
"MOMO","Momo Inc.","13.96","$2.9B","2014","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/momo",
"MKGI","Monaker Group, Inc.","2.27","$33.06M","n/a","Consumer Services","Transportation Services","https://old.nasdaq.com/symbol/mkgi",
"MCRI","Monarch Casino & Resort, Inc.","61.22","$1.12B","1993","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/mcri",
"MDLZ","Mondelez International, Inc.","58.47","$83.62B","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/mdlz",
"MGI","Moneygram International, Inc.","5.465","$396.31M","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/mgi",
"MDB","MongoDB, Inc.","359.04","$21.64B","2017","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/mdb",
"MNR","Monmouth Real Estate Investment Corporation","17.32","$1.7B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/mnr",
"MNR^C","Monmouth Real Estate Investment Corporation","25.1","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mnr^c",
"MPWR","Monolithic Power Systems, Inc.","366.23","$16.52B","2004","Technology","Semiconductors","https://old.nasdaq.com/symbol/mpwr",
"MNPR","Monopar Therapeutics Inc.","6.12","$65.71M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mnpr",
"MNRO","Monro, Inc. ","53.3","$1.78B","1991","Consumer Services","Automotive Aftermarket","https://old.nasdaq.com/symbol/mnro",
"MRCC","Monroe Capital Corporation","8.03","$171.07M","2012","n/a","n/a","https://old.nasdaq.com/symbol/mrcc",
"MRCCL","Monroe Capital Corporation","25.2","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mrccl",
"MNST","Monster Beverage Corporation","92.48","$48.82B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/mnst",
"MAAC","Montes Archimedes Acquisition Corp.","10.17","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/maac",
"MAACU","Montes Archimedes Acquisition Corp.","10.5","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/maacu",
"MAACW","Montes Archimedes Acquisition Corp.","1.59","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/maacw",
"MEG","Montrose Environmental Group, Inc.","30.96","$772.81M","2020","Consumer Services","Professional Services","https://old.nasdaq.com/symbol/meg",
"MCO","Moody&#39;s Corporation","290.24","$54.51B","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/mco",
"MOG.A","Moog Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mog.a",
"MOG.B","Moog Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mog.b",
"MS","Morgan Stanley","68.53","$123.98B","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/ms",
